Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Drake Powell,FG3M,0.5,0.67,0.6,(0.67 × 0.5) + (0.6 × 0.5) = 0.63,0.63,1.12,-0.13,-0.12,NO PLAY,N/A,fanatics,-145,110
Brook Lopez,FG3M,1.5,1.44,1.2,(1.44 × 0.5) + (1.2 × 0.5) = 1.32,1.32,1.5,0.18,0.12,NO PLAY,N/A,fanatics,155,-250
Isaiah Joe,PTS,12.5,14.17,12.2,(14.17 × 0.5) + (12.2 × 0.5) = 13.18,13.18,5.84,-0.68,-0.12,NO PLAY,N/A,fanduel,-114,-114
Isaiah Hartenstein,PTS,12.5,12.35,11.0,(12.35 × 0.5) + (11.0 × 0.5) = 11.68,11.68,6.97,0.82,0.12,NO PLAY,N/A,fanduel,100,-132
Chet Holmgren,AST,1.5,1.62,1.2,(1.62 × 0.5) + (1.2 × 0.5) = 1.41,1.41,0.77,0.09,0.12,NO PLAY,N/A,fanatics,-115,-115
Alex Caruso,PTS,6.5,5.92,6.2,(5.92 × 0.5) + (6.2 × 0.5) = 6.06,6.06,3.8,0.44,0.12,NO PLAY,N/A,fanatics,100,-130
Jaylin Williams,REB,4.5,4.62,5.0,(4.62 × 0.5) + (5.0 × 0.5) = 4.81,4.81,2.66,-0.31,-0.12,NO PLAY,N/A,bovada,-185,140
Austin Reaves,FG3M,2.5,2.58,2.0,(2.58 × 0.5) + (2.0 × 0.5) = 2.29,2.29,1.73,0.21,0.12,NO PLAY,N/A,fanduel,-132,100
De'Aaron Fox,AST,7.5,6.57,7.6,(6.57 × 0.5) + (7.6 × 0.5) = 7.09,7.09,3.36,0.41,0.12,NO PLAY,N/A,fanduel,108,-144
Harrison Barnes,PTS,13.5,13.07,15.4,(13.07 × 0.5) + (15.4 × 0.5) = 14.23,14.23,6.25,-0.73,-0.12,NO PLAY,N/A,fanduel,-128,-104
Noah Clowney,FG3M,2.5,1.87,2.8,(1.87 × 0.5) + (2.8 × 0.5) = 2.33,2.33,1.51,0.17,0.11,NO PLAY,N/A,fanduel,132,-178
Brook Lopez,REB,1.5,2.0,1.4,(2.0 × 0.5) + (1.4 × 0.5) = 1.7,1.7,1.75,-0.2,-0.11,NO PLAY,N/A,fanatics,-175,125
Shai Gilgeous-Alexander,AST,6.5,6.59,7.0,(6.59 × 0.5) + (7.0 × 0.5) = 6.79,6.79,2.6,-0.29,-0.11,NO PLAY,N/A,fanduel,-140,106
Toumani Camara,PTS,13.5,12.5,13.4,(12.5 × 0.5) + (13.4 × 0.5) = 12.95,12.95,4.83,0.55,0.11,NO PLAY,N/A,fanduel,-128,-104
Ajay Mitchell,REB,3.5,3.82,3.6,(3.82 × 0.5) + (3.6 × 0.5) = 3.71,3.71,2.01,-0.21,-0.11,NO PLAY,N/A,fanduel,142,-192
Deni Avdija,FG3M,2.5,2.5,2.2,(2.5 × 0.5) + (2.2 × 0.5) = 2.35,2.35,1.41,0.15,0.11,NO PLAY,N/A,fanduel,122,-162
Lauri Markkanen,REB,5.5,6.07,5.6,(6.07 × 0.5) + (5.6 × 0.5) = 5.83,5.83,2.91,-0.33,-0.11,NO PLAY,N/A,fanduel,-106,-125
Kevin Love,AST,1.5,2.0,1.4,(2.0 × 0.5) + (1.4 × 0.5) = 1.7,1.7,1.87,-0.2,-0.11,NO PLAY,N/A,betmgm,165,-225
Kel'el Ware,PTS,12.5,11.5,14.6,(11.5 × 0.5) + (14.6 × 0.5) = 13.05,13.05,5.6,-0.55,-0.1,NO PLAY,N/A,fanduel,100,-128
Dyson Daniels,AST,5.5,5.65,6.0,(5.65 × 0.5) + (6.0 × 0.5) = 5.82,5.82,3.32,-0.32,-0.1,NO PLAY,N/A,fanduel,-125,-106
Kon Knueppel,REB,5.5,5.81,4.6,(5.81 × 0.5) + (4.6 × 0.5) = 5.21,5.21,2.95,0.29,0.1,NO PLAY,N/A,fanatics,-110,-120
Jordan Walsh,PTS,5.5,4.92,6.8,(4.92 × 0.5) + (6.8 × 0.5) = 5.86,5.86,3.63,-0.36,-0.1,NO PLAY,N/A,betonlineag,-114,-114
Tristan da Silva,AST,1.5,1.24,2.0,(1.24 × 0.5) + (2.0 × 0.5) = 1.62,1.62,1.15,-0.12,-0.1,NO PLAY,N/A,fanatics,-165,120
Evan Mobley,FG3M,1.5,1.56,1.2,(1.56 × 0.5) + (1.2 × 0.5) = 1.38,1.38,1.15,0.12,0.1,NO PLAY,N/A,fanduel,116,-154
De'Andre Hunter,AST,2.5,2.71,2.6,(2.71 × 0.5) + (2.6 × 0.5) = 2.66,2.66,1.59,-0.16,-0.1,NO PLAY,N/A,fanatics,110,-145
Isaiah Hartenstein,REB,9.5,10.71,9.0,(10.71 × 0.5) + (9.0 × 0.5) = 9.85,9.85,3.51,-0.35,-0.1,NO PLAY,N/A,fanduel,-118,-112
Jake LaRavia,REB,3.5,4.47,3.0,(4.47 × 0.5) + (3.0 × 0.5) = 3.73,3.73,2.45,-0.23,-0.1,NO PLAY,N/A,fanduel,142,-192
Brice Sensabaugh,AST,1.5,1.21,1.6,(1.21 × 0.5) + (1.6 × 0.5) = 1.41,1.41,0.97,0.09,0.1,NO PLAY,N/A,betmgm,135,-185
Harrison Barnes,REB,3.5,3.07,3.6,(3.07 × 0.5) + (3.6 × 0.5) = 3.33,3.33,1.71,0.17,0.1,NO PLAY,N/A,fanduel,-144,108
Neemias Queta,REB,8.5,8.31,9.2,(8.31 × 0.5) + (9.2 × 0.5) = 8.76,8.76,2.73,-0.26,-0.09,NO PLAY,N/A,fanduel,-122,-108
Brandon Ingram,REB,5.5,5.75,4.8,(5.75 × 0.5) + (4.8 × 0.5) = 5.28,5.28,2.44,0.22,0.09,NO PLAY,N/A,fanduel,-154,116
Tyrese Martin,PTS,8.5,7.53,8.4,(7.53 × 0.5) + (8.4 × 0.5) = 7.97,7.97,5.96,0.53,0.09,NO PLAY,N/A,betonlineag,100,-130
James Harden,AST,8.5,8.53,7.8,(8.53 × 0.5) + (7.8 × 0.5) = 8.17,8.17,3.6,0.33,0.09,NO PLAY,N/A,fanduel,104,-138
Donovan Mitchell,FG3M,3.5,3.93,3.4,(3.93 × 0.5) + (3.4 × 0.5) = 3.67,3.67,1.87,-0.17,-0.09,NO PLAY,N/A,fanduel,-118,-112
Cason Wallace,PTS,8.5,8.75,9.0,(8.75 × 0.5) + (9.0 × 0.5) = 8.88,8.88,4.01,-0.38,-0.09,NO PLAY,N/A,fanduel,-112,-118
Toumani Camara,REB,5.5,5.12,5.4,(5.12 × 0.5) + (5.4 × 0.5) = 5.26,5.26,2.5,0.24,0.09,NO PLAY,N/A,fanduel,110,-146
De'Aaron Fox,FG3M,2.5,2.43,2.8,(2.43 × 0.5) + (2.8 × 0.5) = 2.61,2.61,1.27,-0.11,-0.09,NO PLAY,N/A,fanduel,108,-144
Pelle Larsson,AST,3.5,3.12,4.2,(3.12 × 0.5) + (4.2 × 0.5) = 3.66,3.66,2.03,-0.16,-0.08,NO PLAY,N/A,fanduel,-102,-125
Tristan da Silva,PTS,13.5,11.71,14.2,(11.71 × 0.5) + (14.2 × 0.5) = 12.95,12.95,6.72,0.55,0.08,NO PLAY,N/A,fanduel,-112,-118
Wendell Carter Jr.,PTS,11.5,12.29,11.4,(12.29 × 0.5) + (11.4 × 0.5) = 11.85,11.85,4.12,-0.35,-0.08,NO PLAY,N/A,fanduel,-125,-106
Gradey Dick,PTS,7.5,7.38,6.8,(7.38 × 0.5) + (6.8 × 0.5) = 7.09,7.09,5.12,0.41,0.08,NO PLAY,N/A,fanduel,-114,-114
Ajay Mitchell,AST,3.5,3.82,3.6,(3.82 × 0.5) + (3.6 × 0.5) = 3.71,3.71,2.58,-0.21,-0.08,NO PLAY,N/A,fanduel,-104,-128
Shai Gilgeous-Alexander,PTS,31.5,31.94,30.0,(31.94 × 0.5) + (30.0 × 0.5) = 30.97,30.97,6.89,0.53,0.08,NO PLAY,N/A,fanduel,-114,-114
Ace Bailey,PTS,11.5,9.13,14.8,(9.13 × 0.5) + (14.8 × 0.5) = 11.97,11.97,6.13,-0.47,-0.08,NO PLAY,N/A,fanduel,-104,-128
Ryan Dunn,PTS,7.5,8.38,7.2,(8.38 × 0.5) + (7.2 × 0.5) = 7.79,7.79,3.81,-0.29,-0.08,NO PLAY,N/A,fanduel,-132,100
Andre Drummond,FG3M,0.5,0.5,0.6,(0.5 × 0.5) + (0.6 × 0.5) = 0.55,0.55,0.76,-0.05,-0.07,NO PLAY,N/A,fanatics,130,-190
Trendon Watford,FG3M,0.5,0.5,0.4,(0.5 × 0.5) + (0.4 × 0.5) = 0.45,0.45,0.67,0.05,0.07,NO PLAY,N/A,fanatics,115,-150
Dominick Barlow,REB,4.5,5.0,4.4,(5.0 × 0.5) + (4.4 × 0.5) = 4.7,4.7,2.83,-0.2,-0.07,NO PLAY,N/A,bovada,-165,125
Nickeil Alexander-Walker,FG3M,2.5,2.27,3.0,(2.27 × 0.5) + (3.0 × 0.5) = 2.63,2.63,1.94,-0.13,-0.07,NO PLAY,N/A,fanduel,122,-162
Anfernee Simons,REB,2.5,2.25,3.0,(2.25 × 0.5) + (3.0 × 0.5) = 2.62,2.62,1.88,-0.12,-0.07,NO PLAY,N/A,fanatics,120,-165
Brandon Ingram,PTS,20.5,21.12,20.6,(21.12 × 0.5) + (20.6 × 0.5) = 20.86,20.86,5.54,-0.36,-0.07,NO PLAY,N/A,fanduel,-118,-114
Terance Mann,REB,3.5,3.33,4.0,(3.33 × 0.5) + (4.0 × 0.5) = 3.67,3.67,2.47,-0.17,-0.07,NO PLAY,N/A,fanduel,-110,-120
Luguentz Dort,REB,3.5,4.09,2.6,(4.09 × 0.5) + (2.6 × 0.5) = 3.35,3.35,2.21,0.15,0.07,NO PLAY,N/A,fanduel,-114,-114
Isaiah Joe,REB,2.5,2.92,2.4,(2.92 × 0.5) + (2.4 × 0.5) = 2.66,2.66,2.15,-0.16,-0.07,NO PLAY,N/A,fanatics,-165,120
Isaiah Collier,AST,6.5,6.43,7.0,(6.43 × 0.5) + (7.0 × 0.5) = 6.71,6.71,3.15,-0.21,-0.07,NO PLAY,N/A,fanduel,124,-166
Davion Mitchell,REB,2.5,2.56,2.2,(2.56 × 0.5) + (2.2 × 0.5) = 2.38,2.38,1.86,0.12,0.06,NO PLAY,N/A,fanatics,105,-140
Desmond Bane,AST,4.5,4.53,4.2,(4.53 × 0.5) + (4.2 × 0.5) = 4.36,4.36,2.1,0.14,0.06,NO PLAY,N/A,fanduel,-136,102
Wendell Carter Jr.,AST,2.5,2.0,2.8,(2.0 × 0.5) + (2.8 × 0.5) = 2.4,2.4,1.54,0.1,0.06,NO PLAY,N/A,betonlineag,152,-200
Day'Ron Sharpe,REB,5.5,5.29,5.4,(5.29 × 0.5) + (5.4 × 0.5) = 5.34,5.34,2.58,0.16,0.06,NO PLAY,N/A,fanduel,104,-138
Jerami Grant,AST,2.5,2.4,2.4,(2.4 × 0.5) + (2.4 × 0.5) = 2.4,2.4,1.59,0.1,0.06,NO PLAY,N/A,fanduel,-140,106
Jaylin Williams,FG3M,1.5,1.38,1.8,(1.38 × 0.5) + (1.8 × 0.5) = 1.59,1.59,1.45,-0.09,-0.06,NO PLAY,N/A,bovada,-105,-125
Devin Booker,AST,7.5,7.06,7.6,(7.06 × 0.5) + (7.6 × 0.5) = 7.33,7.33,2.91,0.17,0.06,NO PLAY,N/A,fanduel,-128,-104
Devin Vassell,REB,3.5,3.6,3.2,(3.6 × 0.5) + (3.2 × 0.5) = 3.4,3.4,1.72,0.1,0.06,NO PLAY,N/A,fanduel,-158,118
De'Aaron Fox,REB,3.5,3.43,3.4,(3.43 × 0.5) + (3.4 × 0.5) = 3.41,3.41,1.51,0.09,0.06,NO PLAY,N/A,fanduel,-138,104
Payton Pritchard,REB,4.5,4.25,5.0,(4.25 × 0.5) + (5.0 × 0.5) = 4.62,4.62,2.65,-0.12,-0.05,NO PLAY,N/A,fanduel,134,-180
Immanuel Quickley,REB,4.5,4.56,4.2,(4.56 × 0.5) + (4.2 × 0.5) = 4.38,4.38,2.48,0.12,0.05,NO PLAY,N/A,fanduel,-152,114
Tyrese Martin,AST,2.5,2.53,2.6,(2.53 × 0.5) + (2.6 × 0.5) = 2.57,2.57,1.25,-0.07,-0.05,NO PLAY,N/A,betonlineag,-137,106
Kris Dunn,PTS,6.5,6.94,6.4,(6.94 × 0.5) + (6.4 × 0.5) = 6.67,6.67,3.36,-0.17,-0.05,NO PLAY,N/A,fanduel,102,-136
Jaime Jaquez Jr.,AST,5.5,5.38,5.8,(5.38 × 0.5) + (5.8 × 0.5) = 5.59,5.59,2.06,-0.09,-0.04,NO PLAY,N/A,fanduel,-113,-113
Simone Fontecchio,FG3M,2.5,2.5,2.6,(2.5 × 0.5) + (2.6 × 0.5) = 2.55,2.55,1.21,-0.05,-0.04,NO PLAY,N/A,fanduel,136,-174
Simone Fontecchio,AST,1.5,1.31,1.6,(1.31 × 0.5) + (1.6 × 0.5) = 1.46,1.46,1.2,0.04,0.04,NO PLAY,N/A,fanatics,130,-190
Jaylen Brown,PTS,26.5,27.44,26.2,(27.44 × 0.5) + (26.2 × 0.5) = 26.82,26.82,7.75,-0.32,-0.04,NO PLAY,N/A,fanduel,-114,-114
John Collins,PTS,11.5,11.62,11.0,(11.62 × 0.5) + (11.0 × 0.5) = 11.31,11.31,4.57,0.19,0.04,NO PLAY,N/A,fanduel,-125,-106
Harrison Barnes,FG3M,2.5,2.53,2.6,(2.53 × 0.5) + (2.6 × 0.5) = 2.57,2.57,1.6,-0.07,-0.04,NO PLAY,N/A,fanduel,102,-136
Collin Gillespie,FG3M,2.5,2.5,2.4,(2.5 × 0.5) + (2.4 × 0.5) = 2.45,2.45,1.32,0.05,0.04,NO PLAY,N/A,fanduel,-132,100
Jordan Goodwin,AST,2.5,2.08,2.8,(2.08 × 0.5) + (2.8 × 0.5) = 2.44,2.44,1.55,0.06,0.04,NO PLAY,N/A,betmgm,-110,-120
Justin Edwards,FG3M,1.5,1.31,1.8,(1.31 × 0.5) + (1.8 × 0.5) = 1.55,1.55,1.55,-0.05,-0.03,NO PLAY,N/A,fanduel,-148,116
Derrick White,AST,5.5,5.25,5.6,(5.25 × 0.5) + (5.6 × 0.5) = 5.42,5.42,2.29,0.08,0.03,NO PLAY,N/A,fanduel,118,-158
Ziaire Williams,FG3M,1.5,1.69,1.2,(1.69 × 0.5) + (1.2 × 0.5) = 1.45,1.45,1.65,0.05,0.03,NO PLAY,N/A,fanduel,-162,122
Jamal Shead,REB,1.5,1.69,1.4,(1.69 × 0.5) + (1.4 × 0.5) = 1.54,1.54,1.7,-0.04,-0.03,NO PLAY,N/A,betonlineag,-185,140
Noah Clowney,AST,1.5,1.53,1.4,(1.53 × 0.5) + (1.4 × 0.5) = 1.47,1.47,1.06,0.03,0.03,NO PLAY,N/A,fanatics,105,-140
Dean Wade,REB,4.5,3.88,5.0,(3.88 × 0.5) + (5.0 × 0.5) = 4.44,4.44,2.19,0.06,0.03,NO PLAY,N/A,fanduel,-106,-125
Kris Dunn,REB,2.5,2.5,2.6,(2.5 × 0.5) + (2.6 × 0.5) = 2.55,2.55,1.46,-0.05,-0.03,NO PLAY,N/A,fanatics,105,-140
Ajay Mitchell,PTS,14.5,15.88,12.8,(15.88 × 0.5) + (12.8 × 0.5) = 14.34,14.34,4.59,0.16,0.03,NO PLAY,N/A,fanduel,-118,-112
Kevin Love,FG3M,1.5,1.11,1.8,(1.11 × 0.5) + (1.8 × 0.5) = 1.46,1.46,1.36,0.04,0.03,NO PLAY,N/A,betonlineag,182,-244
Julian Champagnie,PTS,11.5,10.4,12.2,(10.4 × 0.5) + (12.2 × 0.5) = 11.3,11.3,6.09,0.2,0.03,NO PLAY,N/A,fanduel,-106,-125
Norman Powell,AST,2.5,2.46,2.6,(2.46 × 0.5) + (2.6 × 0.5) = 2.53,2.53,1.39,-0.03,-0.02,NO PLAY,N/A,fanatics,125,-175
LaMelo Ball,PTS,19.5,21.2,18.0,(21.2 × 0.5) + (18.0 × 0.5) = 19.6,19.6,6.63,-0.1,-0.02,NO PLAY,N/A,fanduel,-128,-104
De'Andre Hunter,REB,4.5,4.86,4.2,(4.86 × 0.5) + (4.2 × 0.5) = 4.53,4.53,1.46,-0.03,-0.02,NO PLAY,N/A,fanduel,-125,-106
Shai Gilgeous-Alexander,REB,4.5,4.88,4.2,(4.88 × 0.5) + (4.2 × 0.5) = 4.54,4.54,2.55,-0.04,-0.02,NO PLAY,N/A,fanduel,102,-136
Chet Holmgren,FG3M,1.5,1.54,1.4,(1.54 × 0.5) + (1.4 × 0.5) = 1.47,1.47,1.66,0.03,0.02,NO PLAY,N/A,fanduel,-118,-114
Royce O'Neale,AST,2.5,2.88,2.2,(2.88 × 0.5) + (2.2 × 0.5) = 2.54,2.54,1.71,-0.04,-0.02,NO PLAY,N/A,fanduel,-182,136
Tyrese Maxey,AST,7.5,7.87,7.2,(7.87 × 0.5) + (7.2 × 0.5) = 7.53,7.53,2.53,-0.03,-0.01,NO PLAY,N/A,fanduel,-106,-120
Pelle Larsson,PTS,11.5,10.5,12.4,(10.5 × 0.5) + (12.4 × 0.5) = 11.45,11.45,5.82,0.05,0.01,NO PLAY,N/A,fanduel,-104,-122
Norman Powell,REB,3.5,3.85,3.2,(3.85 × 0.5) + (3.2 × 0.5) = 3.52,3.52,2.51,-0.02,-0.01,NO PLAY,N/A,fanduel,124,-160
Norman Powell,FG3M,3.5,3.15,3.8,(3.15 × 0.5) + (3.8 × 0.5) = 3.48,3.48,2.03,0.02,0.01,NO PLAY,N/A,fanduel,132,-170
Noah Clowney,PTS,12.5,10.33,14.8,(10.33 × 0.5) + (14.8 × 0.5) = 12.57,12.57,6.45,-0.07,-0.01,NO PLAY,N/A,fanduel,-102,-130
Cason Wallace,FG3M,1.5,1.62,1.4,(1.62 × 0.5) + (1.4 × 0.5) = 1.51,1.51,0.96,-0.01,-0.01,NO PLAY,N/A,fanduel,106,-140
Jordan Goodwin,FG3M,1.5,1.23,1.8,(1.23 × 0.5) + (1.8 × 0.5) = 1.52,1.52,1.09,-0.02,-0.01,NO PLAY,N/A,williamhill_us,110,-148
Paul George,AST,3.5,3.0,3.0,(3.0 × 0.5) + (3.0 × 0.5) = 3.0,3.0,0.0,0.5,0,NO PLAY,N/A,fanduel,118,-148
Paul George,FG3M,2.5,2.5,2.5,(2.5 × 0.5) + (2.5 × 0.5) = 2.5,2.5,2.12,0.0,0.0,NO PLAY,N/A,fanduel,114,-146
Darius Garland,FG3M,2.5,2.5,2.5,(2.5 × 0.5) + (2.5 × 0.5) = 2.5,2.5,1.29,0.0,0.0,NO PLAY,N/A,fanduel,100,-132
LeBron James,AST,6.5,12.0,12.0,(12.0 × 0.5) + (12.0 × 0.5) = 12.0,12.0,nan,-5.5,0,NO PLAY,N/A,fanduel,-144,108
LeBron James,PTS,19.5,11.0,11.0,(11.0 × 0.5) + (11.0 × 0.5) = 11.0,11.0,nan,8.5,0,NO PLAY,N/A,fanduel,-102,-130
LeBron James,REB,6.5,3.0,3.0,(3.0 × 0.5) + (3.0 × 0.5) = 3.0,3.0,nan,3.5,0,NO PLAY,N/A,fanduel,116,-154
Deandre Ayton,REB,9.5,8.79,10.2,(8.79 × 0.5) + (10.2 × 0.5) = 9.49,9.49,4.35,0.01,0.0,NO PLAY,N/A,fanduel,110,-146
LeBron James,FG3M,1.5,2.0,2.0,(2.0 × 0.5) + (2.0 × 0.5) = 2.0,2.0,nan,-0.5,0,NO PLAY,N/A,fanduel,-146,110
