Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Oso Ighodaro,AST,1.5,1.61,2.4,(1.61 × 0.5) + (2.4 × 0.5) = 2.01,2.01,1.38,-0.51,-0.37,NO PLAY,N/A,betmgm,105,-140
Payton Pritchard,AST,4.5,5.12,5.6,(5.12 × 0.5) + (5.6 × 0.5) = 5.36,5.36,2.37,-0.86,-0.36,NO PLAY,N/A,draftkings,-107,-123
Sandro Mamukelashvili,REB,5.5,4.06,5.2,(4.06 × 0.5) + (5.2 × 0.5) = 4.63,4.63,2.41,0.87,0.36,NO PLAY,N/A,fanduel,110,-146
Pelle Larsson,PTS,8.5,10.17,10.8,(10.17 × 0.5) + (10.8 × 0.5) = 10.48,10.48,5.58,-1.98,-0.36,NO PLAY,N/A,fanduel,-118,-112
Cam Spencer,FG3M,2.5,2.06,2.0,(2.06 × 0.5) + (2.0 × 0.5) = 2.03,2.03,1.3,0.47,0.36,NO PLAY,N/A,betonlineag,149,-196
DeMar DeRozan,REB,3.5,3.11,2.4,(3.11 × 0.5) + (2.4 × 0.5) = 2.76,2.76,2.08,0.74,0.36,NO PLAY,N/A,fanduel,-104,-128
Toumani Camara,PTS,13.5,12.06,11.4,(12.06 × 0.5) + (11.4 × 0.5) = 11.73,11.73,4.96,1.77,0.36,NO PLAY,N/A,fanduel,104,-138
Jaden Ivey,REB,2.5,2.0,2.0,(2.0 × 0.5) + (2.0 × 0.5) = 2.0,2.0,1.41,0.5,0.35,NO PLAY,N/A,betonlineag,128,-167
Jordan Walsh,AST,0.5,0.92,1.0,(0.92 × 0.5) + (1.0 × 0.5) = 0.96,0.96,1.32,-0.46,-0.35,NO PLAY,N/A,betmgm,-250,180
Kon Knueppel,REB,4.5,5.82,5.2,(5.82 × 0.5) + (5.2 × 0.5) = 5.51,5.51,2.86,-1.01,-0.35,NO PLAY,N/A,fanduel,-158,118
Myles Turner,REB,6.5,6.61,8.0,(6.61 × 0.5) + (8.0 × 0.5) = 7.31,7.31,2.3,-0.81,-0.35,NO PLAY,N/A,fanduel,-132,100
Julius Randle,AST,4.5,5.76,5.0,(5.76 × 0.5) + (5.0 × 0.5) = 5.38,5.38,2.49,-0.88,-0.35,NO PLAY,N/A,draftkings,-148,112
Ajay Mitchell,FG3M,1.5,1.22,1.0,(1.22 × 0.5) + (1.0 × 0.5) = 1.11,1.11,1.11,0.39,0.35,NO PLAY,N/A,draftkings,136,-180
Alex Caruso,REB,2.5,2.08,2.0,(2.08 × 0.5) + (2.0 × 0.5) = 2.04,2.04,1.32,0.46,0.35,NO PLAY,N/A,betmgm,110,-145
Zion Williamson,AST,4.5,4.0,3.6,(4.0 × 0.5) + (3.6 × 0.5) = 3.8,3.8,2.0,0.7,0.35,NO PLAY,N/A,fanduel,104,-138
Zach Edey,AST,1.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,1.41,0.5,0.35,NO PLAY,N/A,betmgm,100,-135
Precious Achiuwa,AST,0.5,0.91,1.0,(0.91 × 0.5) + (1.0 × 0.5) = 0.95,0.95,1.3,-0.45,-0.35,NO PLAY,N/A,betmgm,-200,145
Toumani Camara,REB,4.5,5.28,5.4,(5.28 × 0.5) + (5.4 × 0.5) = 5.34,5.34,2.4,-0.84,-0.35,NO PLAY,N/A,fanduel,-162,122
Jalen Brunson,FG3M,2.5,2.86,3.2,(2.86 × 0.5) + (3.2 × 0.5) = 3.03,3.03,1.56,-0.53,-0.34,NO PLAY,N/A,fanduel,-158,118
Duncan Robinson,AST,1.5,1.88,2.4,(1.88 × 0.5) + (2.4 × 0.5) = 2.14,2.14,1.93,-0.64,-0.33,NO PLAY,N/A,betmgm,115,-155
Andrew Wiggins,REB,4.5,4.93,5.6,(4.93 × 0.5) + (5.6 × 0.5) = 5.27,5.27,2.34,-0.77,-0.33,NO PLAY,N/A,fanduel,114,-152
Cedric Coward,FG3M,1.5,1.83,2.4,(1.83 × 0.5) + (2.4 × 0.5) = 2.12,2.12,1.86,-0.62,-0.33,NO PLAY,N/A,fanduel,-138,104
Stephen Curry,PTS,26.5,28.8,32.2,(28.8 × 0.5) + (32.2 × 0.5) = 30.5,30.5,12.14,-4.0,-0.33,NO PLAY,N/A,draftkings,-121,-105
Royce O'Neale,AST,2.5,2.67,1.2,(2.67 × 0.5) + (1.2 × 0.5) = 1.93,1.93,1.71,0.57,0.33,NO PLAY,N/A,fanduel,-162,122
Robert Williams III,PTS,4.5,4.82,6.0,(4.82 × 0.5) + (6.0 × 0.5) = 5.41,5.41,2.79,-0.91,-0.33,NO PLAY,N/A,fanduel,-130,-102
Derrick White,AST,4.5,5.24,5.2,(5.24 × 0.5) + (5.2 × 0.5) = 5.22,5.22,2.22,-0.72,-0.32,NO PLAY,N/A,draftkings,-154,117
Ryan Kalkbrenner,AST,0.5,0.4,0.2,(0.4 × 0.5) + (0.2 × 0.5) = 0.3,0.3,0.63,0.2,0.32,NO PLAY,N/A,fanatics,-275,160
Scottie Barnes,AST,5.5,5.06,4.6,(5.06 × 0.5) + (4.6 × 0.5) = 4.83,4.83,2.07,0.67,0.32,NO PLAY,N/A,fanduel,122,-162
Pascal Siakam,PTS,23.5,24.75,26.2,(24.75 × 0.5) + (26.2 × 0.5) = 25.48,25.48,6.21,-1.98,-0.32,NO PLAY,N/A,fanduel,-108,-122
Pelle Larsson,FG3M,1.5,1.17,1.2,(1.17 × 0.5) + (1.2 × 0.5) = 1.18,1.18,0.99,0.32,0.32,NO PLAY,N/A,williamhill_us,160,-218
Ajay Mitchell,PTS,16.5,16.11,14.0,(16.11 × 0.5) + (14.0 × 0.5) = 15.06,15.06,4.56,1.44,0.32,NO PLAY,N/A,draftkings,-116,-109
Jaden McDaniels,REB,4.5,4.81,5.2,(4.81 × 0.5) + (5.2 × 0.5) = 5.01,5.01,1.6,-0.51,-0.32,NO PLAY,N/A,draftkings,-113,-117
Sion James,AST,1.5,1.65,2.0,(1.65 × 0.5) + (2.0 × 0.5) = 1.82,1.82,1.06,-0.32,-0.31,NO PLAY,N/A,betmgm,125,-165
Donte DiVincenzo,AST,3.5,3.41,2.6,(3.41 × 0.5) + (2.6 × 0.5) = 3.01,3.01,1.58,0.49,0.31,NO PLAY,N/A,draftkings,117,-154
Donte DiVincenzo,FG3M,2.5,3.06,3.0,(3.06 × 0.5) + (3.0 × 0.5) = 3.03,3.03,1.71,-0.53,-0.31,NO PLAY,N/A,draftkings,-140,106
Draymond Green,REB,5.5,5.75,6.8,(5.75 × 0.5) + (6.8 × 0.5) = 6.28,6.28,2.49,-0.78,-0.31,NO PLAY,N/A,draftkings,-142,108
Keegan Murray,REB,5.5,7.33,7.33,(7.33 × 0.5) + (7.33 × 0.5) = 7.33,7.33,5.86,-1.83,-0.31,NO PLAY,N/A,fanduel,-144,108
Kris Murray,FG3M,0.5,0.41,0.2,(0.41 × 0.5) + (0.2 × 0.5) = 0.31,0.31,0.62,0.19,0.31,NO PLAY,N/A,betmgm,-118,-110
Mitchell Robinson,PTS,4.5,4.0,3.2,(4.0 × 0.5) + (3.2 × 0.5) = 3.6,3.6,3.04,0.9,0.3,NO PLAY,N/A,fanduel,-120,-110
Karl-Anthony Towns,REB,11.5,12.44,12.0,(12.44 × 0.5) + (12.0 × 0.5) = 12.22,12.22,2.37,-0.72,-0.3,NO PLAY,N/A,fanduel,-130,-102
Josh Hart,FG3M,1.5,1.13,1.2,(1.13 × 0.5) + (1.2 × 0.5) = 1.17,1.17,1.13,0.33,0.3,NO PLAY,N/A,fanduel,162,-220
Andrew Nembhard,PTS,16.5,18.3,19.4,(18.3 × 0.5) + (19.4 × 0.5) = 18.85,18.85,7.79,-2.35,-0.3,NO PLAY,N/A,fanduel,100,-132
Bobby Portis,REB,5.5,5.78,6.6,(5.78 × 0.5) + (6.6 × 0.5) = 6.19,6.19,2.29,-0.69,-0.3,NO PLAY,N/A,fanduel,-158,118
Rudy Gobert,REB,9.5,10.24,11.0,(10.24 × 0.5) + (11.0 × 0.5) = 10.62,10.62,3.77,-1.12,-0.3,NO PLAY,N/A,draftkings,-135,103
Isaiah Hartenstein,REB,9.5,10.89,10.2,(10.89 × 0.5) + (10.2 × 0.5) = 10.54,10.54,3.5,-1.04,-0.3,NO PLAY,N/A,draftkings,-111,-118
Chet Holmgren,AST,1.5,1.79,1.8,(1.79 × 0.5) + (1.8 × 0.5) = 1.79,1.79,0.97,-0.29,-0.3,NO PLAY,N/A,betmgm,-105,-125
Zach LaVine,PTS,19.5,20.5,12.8,(20.5 × 0.5) + (12.8 × 0.5) = 16.65,16.65,9.59,2.85,0.3,NO PLAY,N/A,fanduel,-128,-104
Mark Williams,REB,8.5,8.4,6.6,(8.4 × 0.5) + (6.6 × 0.5) = 7.5,7.5,3.33,1.0,0.3,NO PLAY,N/A,fanduel,-140,106
Jordan Goodwin,FG3M,1.5,1.2,1.2,(1.2 × 0.5) + (1.2 × 0.5) = 1.2,1.2,1.01,0.3,0.3,NO PLAY,N/A,fanduel,142,-192
Jaylen Brown,REB,5.5,5.59,7.0,(5.59 × 0.5) + (7.0 × 0.5) = 6.29,6.29,2.69,-0.79,-0.29,NO PLAY,N/A,draftkings,-121,-108
Gary Trent Jr.,REB,1.5,1.44,0.8,(1.44 × 0.5) + (0.8 × 0.5) = 1.12,1.12,1.29,0.38,0.29,NO PLAY,N/A,betmgm,-110,-118
Isaiah Hartenstein,AST,3.5,3.44,4.8,(3.44 × 0.5) + (4.8 × 0.5) = 4.12,4.12,2.18,-0.62,-0.29,NO PLAY,N/A,draftkings,133,-176
Luguentz Dort,AST,0.5,1.17,0.6,(1.17 × 0.5) + (0.6 × 0.5) = 0.88,0.88,1.34,-0.38,-0.29,NO PLAY,N/A,betmgm,-140,105
Saddiq Bey,PTS,13.5,12.06,11.0,(12.06 × 0.5) + (11.0 × 0.5) = 11.53,11.53,6.73,1.97,0.29,NO PLAY,N/A,fanduel,-122,-108
Amen Thompson,AST,5.5,5.2,4.4,(5.2 × 0.5) + (4.4 × 0.5) = 4.8,4.8,2.46,0.7,0.29,NO PLAY,N/A,draftkings,-102,-129
Brandin Podziemski,FG3M,1.5,1.79,1.8,(1.79 × 0.5) + (1.8 × 0.5) = 1.79,1.79,1.03,-0.29,-0.29,NO PLAY,N/A,draftkings,-145,110
Gary Payton II,AST,1.5,1.56,2.6,(1.56 × 0.5) + (2.6 × 0.5) = 2.08,2.08,2.01,-0.58,-0.29,NO PLAY,N/A,betmgm,-150,115
Zach LaVine,AST,2.5,2.19,2.2,(2.19 × 0.5) + (2.2 × 0.5) = 2.19,2.19,1.05,0.31,0.29,NO PLAY,N/A,fanduel,-138,104
Drew Eubanks,PTS,7.5,6.33,5.4,(6.33 × 0.5) + (5.4 × 0.5) = 5.87,5.87,5.58,1.63,0.29,NO PLAY,N/A,fanduel,-108,-122
Keegan Murray,AST,1.5,1.33,1.33,(1.33 × 0.5) + (1.33 × 0.5) = 1.33,1.33,0.58,0.17,0.29,NO PLAY,N/A,betmgm,105,-140
Miles Bridges,REB,6.5,6.53,5.0,(6.53 × 0.5) + (5.0 × 0.5) = 5.76,5.76,2.62,0.74,0.28,NO PLAY,N/A,fanduel,-132,100
T.J. McConnell,AST,3.5,3.71,4.6,(3.71 × 0.5) + (4.6 × 0.5) = 4.16,4.16,2.36,-0.66,-0.28,NO PLAY,N/A,fanduel,-144,108
Bam Adebayo,REB,8.5,8.17,6.8,(8.17 × 0.5) + (6.8 × 0.5) = 7.48,7.48,3.59,1.02,0.28,NO PLAY,N/A,fanduel,118,-158
Luguentz Dort,FG3M,2.5,1.67,2.6,(1.67 × 0.5) + (2.6 × 0.5) = 2.13,2.13,1.3,0.37,0.28,NO PLAY,N/A,draftkings,149,-199
Amen Thompson,REB,7.5,6.4,7.0,(6.4 × 0.5) + (7.0 × 0.5) = 6.7,6.7,2.9,0.8,0.28,NO PLAY,N/A,draftkings,109,-144
Gary Payton II,FG3M,0.5,0.28,0.4,(0.28 × 0.5) + (0.4 × 0.5) = 0.34,0.34,0.57,0.16,0.28,NO PLAY,N/A,betonlineag,122,-159
Russell Westbrook,FG3M,1.5,2.0,1.8,(2.0 × 0.5) + (1.8 × 0.5) = 1.9,1.9,1.41,-0.4,-0.28,NO PLAY,N/A,fanduel,-112,-118
Harrison Barnes,PTS,12.5,12.94,15.4,(12.94 × 0.5) + (15.4 × 0.5) = 14.17,14.17,6.06,-1.67,-0.28,NO PLAY,N/A,fanduel,-130,-102
Toumani Camara,FG3M,2.5,2.11,2.2,(2.11 × 0.5) + (2.2 × 0.5) = 2.16,2.16,1.23,0.34,0.28,NO PLAY,N/A,fanduel,118,-158
LaMelo Ball,FG3M,2.5,2.6,1.6,(2.6 × 0.5) + (1.6 × 0.5) = 2.1,2.1,1.51,0.4,0.27,NO PLAY,N/A,fanduel,-144,108
Pascal Siakam,AST,3.5,4.75,3.6,(4.75 × 0.5) + (3.6 × 0.5) = 4.18,4.18,2.46,-0.67,-0.27,NO PLAY,N/A,fanduel,-158,118
T.J. McConnell,FG3M,0.5,0.71,0.8,(0.71 × 0.5) + (0.8 × 0.5) = 0.76,0.76,0.95,-0.26,-0.27,NO PLAY,N/A,betmgm,125,-165
Jimmy Butler III,AST,4.5,4.88,5.4,(4.88 × 0.5) + (5.4 × 0.5) = 5.14,5.14,2.39,-0.64,-0.27,NO PLAY,N/A,draftkings,-152,115
Oso Ighodaro,PTS,5.5,4.39,4.0,(4.39 × 0.5) + (4.0 × 0.5) = 4.19,4.19,4.83,1.31,0.27,NO PLAY,N/A,draftkings,102,-130
Drew Eubanks,AST,0.5,0.33,0.4,(0.33 × 0.5) + (0.4 × 0.5) = 0.37,0.37,0.49,0.13,0.27,NO PLAY,N/A,betmgm,-150,110
Jerami Grant,PTS,19.5,19.53,24.0,(19.53 × 0.5) + (24.0 × 0.5) = 21.76,21.76,8.52,-2.26,-0.27,NO PLAY,N/A,fanduel,-125,-106
Cade Cunningham,PTS,26.5,27.14,30.0,(27.14 × 0.5) + (30.0 × 0.5) = 28.57,28.57,7.87,-2.07,-0.26,NO PLAY,N/A,draftkings,-108,-118
Jalen Duren,REB,12.5,11.53,11.0,(11.53 × 0.5) + (11.0 × 0.5) = 11.27,11.27,4.82,1.23,0.26,NO PLAY,N/A,draftkings,-104,-126
Ausar Thompson,REB,5.5,5.62,3.6,(5.62 × 0.5) + (3.6 × 0.5) = 4.61,4.61,3.43,0.89,0.26,NO PLAY,N/A,draftkings,116,-152
Jaylen Brown,FG3M,1.5,1.94,1.8,(1.94 × 0.5) + (1.8 × 0.5) = 1.87,1.87,1.43,-0.37,-0.26,NO PLAY,N/A,draftkings,-157,119
Immanuel Quickley,PTS,16.5,15.5,14.8,(15.5 × 0.5) + (14.8 × 0.5) = 15.15,15.15,5.17,1.35,0.26,NO PLAY,N/A,fanduel,-120,-110
Ryan Rollins,REB,4.5,4.0,4.0,(4.0 × 0.5) + (4.0 × 0.5) = 4.0,4.0,1.94,0.5,0.26,NO PLAY,N/A,fanduel,114,-152
Kyle Kuzma,FG3M,0.5,0.88,0.6,(0.88 × 0.5) + (0.6 × 0.5) = 0.74,0.74,0.93,-0.24,-0.26,NO PLAY,N/A,williamhill_us,-209,153
Donte DiVincenzo,REB,3.5,3.88,4.2,(3.88 × 0.5) + (4.2 × 0.5) = 4.04,4.04,2.12,-0.54,-0.26,NO PLAY,N/A,draftkings,-114,-116
Jaden McDaniels,FG3M,1.5,1.56,0.8,(1.56 × 0.5) + (0.8 × 0.5) = 1.18,1.18,1.21,0.32,0.26,NO PLAY,N/A,draftkings,138,-183
Mike Conley,REB,1.5,1.94,1.6,(1.94 × 0.5) + (1.6 × 0.5) = 1.77,1.77,1.03,-0.27,-0.26,NO PLAY,N/A,betmgm,-125,-105
Jaylen Wells,PTS,12.5,10.33,12.2,(10.33 × 0.5) + (12.2 × 0.5) = 11.27,11.27,4.74,1.23,0.26,NO PLAY,N/A,fanduel,-122,-108
Malik Monk,PTS,11.5,13.07,13.6,(13.07 × 0.5) + (13.6 × 0.5) = 13.33,13.33,7.01,-1.83,-0.26,NO PLAY,N/A,fanduel,-132,100
Jeremy Sochan,PTS,8.5,6.9,7.8,(6.9 × 0.5) + (7.8 × 0.5) = 7.35,7.35,4.48,1.15,0.26,NO PLAY,N/A,fanduel,100,-132
Collin Sexton,AST,3.5,4.69,3.6,(4.69 × 0.5) + (3.6 × 0.5) = 4.14,4.14,2.57,-0.64,-0.25,NO PLAY,N/A,fanduel,-125,-106
Collin Sexton,REB,2.5,2.12,2.0,(2.12 × 0.5) + (2.0 × 0.5) = 2.06,2.06,1.75,0.44,0.25,NO PLAY,N/A,fanduel,140,-188
Jarace Walker,REB,4.5,5.12,5.0,(5.12 × 0.5) + (5.0 × 0.5) = 5.06,5.06,2.26,-0.56,-0.25,NO PLAY,N/A,fanduel,114,-152
Jakob Poeltl,REB,9.5,8.08,9.6,(8.08 × 0.5) + (9.6 × 0.5) = 8.84,8.84,2.69,0.66,0.25,NO PLAY,N/A,fanduel,100,-132
Brandon Ingram,FG3M,1.5,1.44,2.4,(1.44 × 0.5) + (2.4 × 0.5) = 1.92,1.92,1.69,-0.42,-0.25,NO PLAY,N/A,fanduel,-166,124
Jabari Smith Jr.,AST,1.5,1.79,2.0,(1.79 × 0.5) + (2.0 × 0.5) = 1.89,1.89,1.58,-0.39,-0.25,NO PLAY,N/A,williamhill_us,102,-136
De'Aaron Fox,AST,7.5,6.12,7.2,(6.12 × 0.5) + (7.2 × 0.5) = 6.66,6.66,3.36,0.84,0.25,NO PLAY,N/A,fanduel,102,-136
Luka Garza,REB,5.5,4.2,5.6,(4.2 × 0.5) + (5.6 × 0.5) = 4.9,4.9,2.46,0.6,0.24,NO PLAY,N/A,draftkings,103,-136
Naz Reid,AST,1.5,1.88,1.6,(1.88 × 0.5) + (1.6 × 0.5) = 1.74,1.74,0.99,-0.24,-0.24,NO PLAY,N/A,betmgm,-130,-105
Zach Edey,PTS,11.5,10.2,10.2,(10.2 × 0.5) + (10.2 × 0.5) = 10.2,10.2,5.4,1.3,0.24,NO PLAY,N/A,fanduel,-110,-120
Jose Alvarado,FG3M,1.5,1.47,1.0,(1.47 × 0.5) + (1.0 × 0.5) = 1.24,1.24,1.12,0.26,0.24,NO PLAY,N/A,fanduel,102,-136
Cam Spencer,REB,2.5,2.11,2.2,(2.11 × 0.5) + (2.2 × 0.5) = 2.16,2.16,1.41,0.34,0.24,NO PLAY,N/A,betonlineag,-103,-125
Yves Missi,AST,1.5,1.23,1.2,(1.23 × 0.5) + (1.2 × 0.5) = 1.22,1.22,1.17,0.28,0.24,NO PLAY,N/A,betmgm,115,-155
Jimmy Butler III,REB,5.5,5.65,6.4,(5.65 × 0.5) + (6.4 × 0.5) = 6.02,6.02,2.18,-0.52,-0.24,NO PLAY,N/A,draftkings,-109,-121
Will Richard,REB,2.5,2.53,3.6,(2.53 × 0.5) + (3.6 × 0.5) = 3.06,3.06,2.4,-0.56,-0.24,NO PLAY,N/A,betonlineag,-115,-112
Dylan Harper,REB,3.5,4.0,4.0,(4.0 × 0.5) + (4.0 × 0.5) = 4.0,4.0,2.1,-0.5,-0.24,NO PLAY,N/A,fanduel,110,-146
Payton Pritchard,PTS,17.5,16.65,21.6,(16.65 × 0.5) + (21.6 × 0.5) = 19.12,19.12,7.12,-1.62,-0.23,NO PLAY,N/A,draftkings,-104,-122
Jordan Clarkson,PTS,11.5,10.81,14.6,(10.81 × 0.5) + (14.6 × 0.5) = 12.71,12.71,5.17,-1.21,-0.23,NO PLAY,N/A,fanduel,-128,-104
Ryan Kalkbrenner,REB,6.5,6.87,7.4,(6.87 × 0.5) + (7.4 × 0.5) = 7.13,7.13,2.7,-0.63,-0.23,NO PLAY,N/A,fanduel,-102,-130
Yves Missi,REB,6.5,5.38,5.8,(5.38 × 0.5) + (5.8 × 0.5) = 5.59,5.59,3.88,0.91,0.23,NO PLAY,N/A,fanduel,-114,-114
Saddiq Bey,REB,5.5,5.35,7.2,(5.35 × 0.5) + (7.2 × 0.5) = 6.28,6.28,3.33,-0.78,-0.23,NO PLAY,N/A,fanduel,-106,-125
Buddy Hield,PTS,7.5,7.58,10.2,(7.58 × 0.5) + (10.2 × 0.5) = 8.89,8.89,6.05,-1.39,-0.23,NO PLAY,N/A,draftkings,-108,-118
Devin Booker,AST,7.5,6.94,6.8,(6.94 × 0.5) + (6.8 × 0.5) = 6.87,6.87,2.78,0.63,0.23,NO PLAY,N/A,fanduel,-118,-112
Russell Westbrook,REB,6.5,6.89,8.0,(6.89 × 0.5) + (8.0 × 0.5) = 7.44,7.44,4.07,-0.94,-0.23,NO PLAY,N/A,fanduel,-128,-104
Zach LaVine,FG3M,2.5,2.75,1.4,(2.75 × 0.5) + (1.4 × 0.5) = 2.08,2.08,1.84,0.42,0.23,NO PLAY,N/A,betonlineag,-125,-103
Quinten Post,FG3M,1.5,1.21,1.2,(1.21 × 0.5) + (1.2 × 0.5) = 1.21,1.21,1.32,0.29,0.22,NO PLAY,N/A,draftkings,106,-140
Oso Ighodaro,REB,3.5,3.28,2.8,(3.28 × 0.5) + (2.8 × 0.5) = 3.04,3.04,2.08,0.46,0.22,NO PLAY,N/A,fanduel,-130,-102
Collin Gillespie,FG3M,2.5,2.56,3.0,(2.56 × 0.5) + (3.0 × 0.5) = 2.78,2.78,1.25,-0.28,-0.22,NO PLAY,N/A,fanduel,-172,128
Jeremy Sochan,AST,2.5,1.9,2.4,(1.9 × 0.5) + (2.4 × 0.5) = 2.15,2.15,1.6,0.35,0.22,NO PLAY,N/A,betmgm,135,-185
Jaylen Brown,PTS,26.5,27.88,28.4,(27.88 × 0.5) + (28.4 × 0.5) = 28.14,28.14,7.72,-1.64,-0.21,NO PLAY,N/A,draftkings,-121,-106
Jalen Duren,PTS,19.5,20.27,22.0,(20.27 × 0.5) + (22.0 × 0.5) = 21.13,21.13,7.74,-1.63,-0.21,NO PLAY,N/A,draftkings,-121,-105
Miles McBride,AST,2.5,2.46,2.0,(2.46 × 0.5) + (2.0 × 0.5) = 2.23,2.23,1.27,0.27,0.21,NO PLAY,N/A,betonlineag,100,-130
Collin Murray-Boyles,PTS,5.5,7.62,5.8,(7.62 × 0.5) + (5.8 × 0.5) = 6.71,6.71,5.85,-1.21,-0.21,NO PLAY,N/A,betmgm,-130,-105
Ryan Rollins,PTS,17.5,18.17,20.0,(18.17 × 0.5) + (20.0 × 0.5) = 19.08,19.08,7.52,-1.58,-0.21,NO PLAY,N/A,fanduel,-122,-108
Davion Mitchell,REB,2.5,2.89,3.0,(2.89 × 0.5) + (3.0 × 0.5) = 2.94,2.94,2.17,-0.44,-0.21,NO PLAY,N/A,betmgm,115,-155
Anthony Edwards,PTS,25.5,27.77,28.2,(27.77 × 0.5) + (28.2 × 0.5) = 27.98,27.98,12.03,-2.48,-0.21,NO PLAY,N/A,draftkings,-106,-120
Jaylen Wells,REB,3.5,3.44,2.8,(3.44 × 0.5) + (2.8 × 0.5) = 3.12,3.12,1.82,0.38,0.21,NO PLAY,N/A,fanduel,-120,-110
Derik Queen,REB,7.5,6.5,7.6,(6.5 × 0.5) + (7.6 × 0.5) = 7.05,7.05,2.09,0.45,0.21,NO PLAY,N/A,fanduel,-112,-118
Draymond Green,AST,5.5,5.81,6.2,(5.81 × 0.5) + (6.2 × 0.5) = 6.01,6.01,2.43,-0.51,-0.21,NO PLAY,N/A,draftkings,-139,105
Jimmy Butler III,PTS,19.5,19.94,22.0,(19.94 × 0.5) + (22.0 × 0.5) = 20.97,20.97,7.14,-1.47,-0.21,NO PLAY,N/A,draftkings,-123,-104
Amen Thompson,PTS,19.5,17.93,18.6,(17.93 × 0.5) + (18.6 × 0.5) = 18.27,18.27,5.99,1.23,0.21,NO PLAY,N/A,draftkings,-105,-122
Aaron Holiday,FG3M,1.5,1.4,2.4,(1.4 × 0.5) + (2.4 × 0.5) = 1.9,1.9,1.9,-0.4,-0.21,NO PLAY,N/A,draftkings,-169,128
Royce O'Neale,REB,5.5,5.28,4.8,(5.28 × 0.5) + (4.8 × 0.5) = 5.04,5.04,2.24,0.46,0.21,NO PLAY,N/A,fanduel,114,-152
Devin Booker,REB,3.5,4.11,3.8,(4.11 × 0.5) + (3.8 × 0.5) = 3.96,3.96,2.19,-0.46,-0.21,NO PLAY,N/A,fanduel,-148,112
Robert Williams III,AST,0.5,0.73,0.6,(0.73 × 0.5) + (0.6 × 0.5) = 0.66,0.66,0.79,-0.16,-0.21,NO PLAY,N/A,betmgm,-225,170
Mikal Bridges,FG3M,2.5,2.38,2.2,(2.38 × 0.5) + (2.2 × 0.5) = 2.29,2.29,1.09,0.21,0.2,NO PLAY,N/A,fanduel,148,-200
Collin Sexton,FG3M,1.5,1.38,1.2,(1.38 × 0.5) + (1.2 × 0.5) = 1.29,1.29,1.09,0.21,0.2,NO PLAY,N/A,fanduel,178,-245
Kyle Kuzma,REB,4.5,4.35,3.6,(4.35 × 0.5) + (3.6 × 0.5) = 3.98,3.98,2.57,0.52,0.2,NO PLAY,N/A,fanduel,-110,-120
Chet Holmgren,PTS,19.5,18.29,17.6,(18.29 × 0.5) + (17.6 × 0.5) = 17.94,17.94,7.91,1.56,0.2,NO PLAY,N/A,draftkings,-103,-124
Isaiah Hartenstein,PTS,12.5,12.06,10.2,(12.06 × 0.5) + (10.2 × 0.5) = 11.13,11.13,6.88,1.37,0.2,NO PLAY,N/A,draftkings,103,-131
Naz Reid,REB,5.5,5.82,6.4,(5.82 × 0.5) + (6.4 × 0.5) = 6.11,6.11,3.0,-0.61,-0.2,NO PLAY,N/A,draftkings,-101,-130
Moses Moody,PTS,11.5,12.41,14.4,(12.41 × 0.5) + (14.4 × 0.5) = 13.41,13.41,9.34,-1.91,-0.2,NO PLAY,N/A,draftkings,-120,-106
Collin Gillespie,AST,5.5,4.94,5.0,(4.94 × 0.5) + (5.0 × 0.5) = 4.97,4.97,2.67,0.53,0.2,NO PLAY,N/A,fanduel,-112,-118
Royce O'Neale,PTS,11.5,11.5,9.8,(11.5 × 0.5) + (9.8 × 0.5) = 10.65,10.65,4.16,0.85,0.2,NO PLAY,N/A,fanduel,-122,-108
Devin Vassell,FG3M,2.5,2.5,1.8,(2.5 × 0.5) + (1.8 × 0.5) = 2.15,2.15,1.79,0.35,0.2,NO PLAY,N/A,fanduel,110,-146
Kon Knueppel,AST,2.5,2.88,3.0,(2.88 × 0.5) + (3.0 × 0.5) = 2.94,2.94,2.29,-0.44,-0.19,NO PLAY,N/A,fanduel,-154,116
Bobby Portis,PTS,12.5,11.39,15.6,(11.39 × 0.5) + (15.6 × 0.5) = 13.49,13.49,5.27,-0.99,-0.19,NO PLAY,N/A,fanduel,-125,-106
Ryan Rollins,FG3M,2.5,2.33,2.0,(2.33 × 0.5) + (2.0 × 0.5) = 2.17,2.17,1.71,0.33,0.19,NO PLAY,N/A,fanduel,128,-172
Stephen Curry,AST,3.5,3.93,4.0,(3.93 × 0.5) + (4.0 × 0.5) = 3.97,3.97,2.43,-0.47,-0.19,NO PLAY,N/A,draftkings,-166,126
Moses Moody,REB,3.5,3.18,4.4,(3.18 × 0.5) + (4.4 × 0.5) = 3.79,3.79,1.51,-0.29,-0.19,NO PLAY,N/A,draftkings,108,-142
Luke Kornet,REB,6.5,5.78,5.8,(5.78 × 0.5) + (5.8 × 0.5) = 5.79,5.79,3.8,0.71,0.19,NO PLAY,N/A,fanduel,-114,-114
Harrison Barnes,FG3M,2.5,2.38,2.0,(2.38 × 0.5) + (2.0 × 0.5) = 2.19,2.19,1.67,0.31,0.19,NO PLAY,N/A,fanduel,134,-180
