Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Gary Trent Jr.,PTS,10.5,10.22,11.2,(10.22 × 0.5) + (11.2 × 0.5) = 10.71,10.71,4.88,-0.21,-0.04,NO PLAY,N/A,fanduel,104,-138
Shai Gilgeous-Alexander,AST,6.5,6.61,6.6,(6.61 × 0.5) + (6.6 × 0.5) = 6.61,6.61,2.52,-0.11,-0.04,NO PLAY,N/A,draftkings,-126,-104
Quinten Post,PTS,7.5,6.32,8.2,(6.32 × 0.5) + (8.2 × 0.5) = 7.26,7.26,5.96,0.24,0.04,NO PLAY,N/A,draftkings,-122,-105
Collin Gillespie,PTS,14.5,11.61,17.0,(11.61 × 0.5) + (17.0 × 0.5) = 14.31,14.31,5.26,0.19,0.04,NO PLAY,N/A,fanduel,-102,-130
Harrison Barnes,REB,3.5,3.06,3.8,(3.06 × 0.5) + (3.8 × 0.5) = 3.43,3.43,1.65,0.07,0.04,NO PLAY,N/A,fanduel,-120,-110
Luguentz Dort,REB,3.5,4.08,2.8,(4.08 × 0.5) + (2.8 × 0.5) = 3.44,3.44,2.11,0.06,0.03,NO PLAY,N/A,draftkings,-138,105
Ajay Mitchell,REB,3.5,3.67,3.2,(3.67 × 0.5) + (3.2 × 0.5) = 3.43,3.43,2.06,0.07,0.03,NO PLAY,N/A,draftkings,-112,-117
Yves Missi,PTS,6.5,6.15,6.6,(6.15 × 0.5) + (6.6 × 0.5) = 6.38,6.38,4.12,0.12,0.03,NO PLAY,N/A,fanduel,-114,-114
Draymond Green,PTS,8.5,8.12,8.6,(8.12 × 0.5) + (8.6 × 0.5) = 8.36,8.36,4.03,0.14,0.03,NO PLAY,N/A,draftkings,-109,-117
Will Richard,PTS,6.5,8.18,5.2,(8.18 × 0.5) + (5.2 × 0.5) = 6.69,6.69,6.73,-0.19,-0.03,NO PLAY,N/A,draftkings,-129,101
Stephen Curry,REB,3.5,3.53,3.6,(3.53 × 0.5) + (3.6 × 0.5) = 3.57,3.57,1.96,-0.07,-0.03,NO PLAY,N/A,draftkings,-137,104
Jimmy Butler III,FG3M,0.5,0.88,0.2,(0.88 × 0.5) + (0.2 × 0.5) = 0.54,0.54,1.41,-0.04,-0.03,NO PLAY,N/A,draftkings,111,-147
Moses Moody,AST,1.5,1.53,1.4,(1.53 × 0.5) + (1.4 × 0.5) = 1.46,1.46,1.33,0.04,0.03,NO PLAY,N/A,williamhill_us,-118,-113
DeMar DeRozan,FG3M,0.5,0.72,0.2,(0.72 × 0.5) + (0.2 × 0.5) = 0.46,0.46,1.23,0.04,0.03,NO PLAY,N/A,betonlineag,-154,118
Julian Champagnie,PTS,11.5,10.38,13.0,(10.38 × 0.5) + (13.0 × 0.5) = 11.69,11.69,5.89,-0.19,-0.03,NO PLAY,N/A,fanduel,-114,-114
Ausar Thompson,PTS,11.5,12.62,10.6,(12.62 × 0.5) + (10.6 × 0.5) = 11.61,11.61,4.98,-0.11,-0.02,NO PLAY,N/A,draftkings,-134,105
Luka Garza,PTS,8.5,7.13,9.6,(7.13 × 0.5) + (9.6 × 0.5) = 8.37,8.37,5.77,0.13,0.02,NO PLAY,N/A,draftkings,-125,-102
Jordan Walsh,PTS,5.5,4.92,6.2,(4.92 × 0.5) + (6.2 × 0.5) = 5.56,5.56,3.48,-0.06,-0.02,NO PLAY,N/A,draftkings,-120,-106
LaMelo Ball,PTS,19.5,21.2,18.0,(21.2 × 0.5) + (18.0 × 0.5) = 19.6,19.6,6.63,-0.1,-0.02,NO PLAY,N/A,fanduel,-102,-130
T.J. McConnell,PTS,9.5,9.43,9.8,(9.43 × 0.5) + (9.8 × 0.5) = 9.61,9.61,5.47,-0.11,-0.02,NO PLAY,N/A,fanduel,-114,-114
Shai Gilgeous-Alexander,REB,4.5,4.89,4.2,(4.89 × 0.5) + (4.2 × 0.5) = 4.54,4.54,2.47,-0.04,-0.02,NO PLAY,N/A,draftkings,-110,-119
Jaylin Williams,FG3M,1.5,1.35,1.6,(1.35 × 0.5) + (1.6 × 0.5) = 1.48,1.48,1.41,0.02,0.02,NO PLAY,N/A,bovada,125,-165
Jeremiah Fears,REB,3.5,3.28,3.8,(3.28 × 0.5) + (3.8 × 0.5) = 3.54,3.54,1.67,-0.04,-0.02,NO PLAY,N/A,fanduel,104,-138
Trey Murphy III,REB,5.5,6.28,4.6,(6.28 × 0.5) + (4.6 × 0.5) = 5.44,5.44,2.52,0.06,0.02,NO PLAY,N/A,fanduel,-106,-125
Jeremiah Fears,AST,2.5,2.72,2.2,(2.72 × 0.5) + (2.2 × 0.5) = 2.46,2.46,1.99,0.04,0.02,NO PLAY,N/A,betonlineag,-141,108
Brandin Podziemski,AST,2.5,2.89,2.2,(2.89 × 0.5) + (2.2 × 0.5) = 2.55,2.55,2.11,-0.05,-0.02,NO PLAY,N/A,draftkings,-168,127
Reed Sheppard,REB,2.5,2.33,2.6,(2.33 × 0.5) + (2.6 × 0.5) = 2.47,2.47,2.16,0.03,0.02,NO PLAY,N/A,draftkings,-163,124
Quinten Post,AST,1.5,1.16,1.8,(1.16 × 0.5) + (1.8 × 0.5) = 1.48,1.48,1.3,0.02,0.02,NO PLAY,N/A,betmgm,135,-185
Dillon Brooks,REB,3.5,3.25,3.8,(3.25 × 0.5) + (3.8 × 0.5) = 3.52,3.52,1.48,-0.02,-0.02,NO PLAY,N/A,fanduel,110,-146
Collin Gillespie,REB,4.5,4.11,4.8,(4.11 × 0.5) + (4.8 × 0.5) = 4.46,4.46,1.97,0.04,0.02,NO PLAY,N/A,fanduel,120,-160
Jordan Walsh,REB,4.5,4.15,4.8,(4.15 × 0.5) + (4.8 × 0.5) = 4.48,4.48,3.0,0.02,0.01,NO PLAY,N/A,draftkings,-114,-116
Jordan Walsh,FG3M,0.5,0.62,0.4,(0.62 × 0.5) + (0.4 × 0.5) = 0.51,0.51,0.77,-0.01,-0.01,NO PLAY,N/A,betonlineag,-141,108
Miles Bridges,AST,3.5,3.76,3.2,(3.76 × 0.5) + (3.2 × 0.5) = 3.48,3.48,2.05,0.02,0.01,NO PLAY,N/A,fanduel,104,-138
Miles Bridges,FG3M,2.5,2.94,2.0,(2.94 × 0.5) + (2.0 × 0.5) = 2.47,2.47,1.98,0.03,0.01,NO PLAY,N/A,fanduel,102,-136
Isaiah Jackson,PTS,7.5,7.94,7.2,(7.94 × 0.5) + (7.2 × 0.5) = 7.57,7.57,5.3,-0.07,-0.01,NO PLAY,N/A,fanduel,-120,-110
Kyle Kuzma,PTS,12.5,13.59,11.2,(13.59 × 0.5) + (11.2 × 0.5) = 12.39,12.39,7.22,0.11,0.01,NO PLAY,N/A,fanduel,-110,-120
Bam Adebayo,FG3M,1.5,1.83,1.2,(1.83 × 0.5) + (1.2 × 0.5) = 1.52,1.52,1.4,-0.02,-0.01,NO PLAY,N/A,fanduel,116,-154
Myles Turner,FG3M,2.5,2.44,2.6,(2.44 × 0.5) + (2.6 × 0.5) = 2.52,2.52,1.5,-0.02,-0.01,NO PLAY,N/A,williamhill_us,122,-162
Chet Holmgren,REB,7.5,7.86,7.2,(7.86 × 0.5) + (7.2 × 0.5) = 7.53,7.53,2.88,-0.03,-0.01,NO PLAY,N/A,draftkings,-106,-124
Julius Randle,FG3M,1.5,1.76,1.2,(1.76 × 0.5) + (1.2 × 0.5) = 1.48,1.48,1.2,0.02,0.01,NO PLAY,N/A,draftkings,102,-134
Zion Williamson,PTS,22.5,22.38,22.8,(22.38 × 0.5) + (22.8 × 0.5) = 22.59,22.59,6.93,-0.09,-0.01,NO PLAY,N/A,fanduel,-102,-130
De'Aaron Fox,REB,3.5,3.62,3.4,(3.62 × 0.5) + (3.4 × 0.5) = 3.51,3.51,1.51,-0.01,-0.01,NO PLAY,N/A,fanduel,-152,114
Jaden Ivey,FG3M,1.5,1.5,1.5,(1.5 × 0.5) + (1.5 × 0.5) = 1.5,1.5,0.71,0.0,0.0,NO PLAY,N/A,draftkings,161,-216
Ben Sheppard,PTS,5.5,6.24,4.8,(6.24 × 0.5) + (4.8 × 0.5) = 5.52,5.52,5.07,-0.02,-0.0,NO PLAY,N/A,fanduel,-130,-102
Tyler Herro,AST,3.5,0.0,0.0,(0.0 × 0.5) + (0.0 × 0.5) = 0.0,0.0,nan,3.5,0,NO PLAY,N/A,fanduel,-162,122
Tyler Herro,PTS,20.5,24.0,24.0,(24.0 × 0.5) + (24.0 × 0.5) = 24.0,24.0,nan,-3.5,0,NO PLAY,N/A,fanduel,-106,-125
Tyler Herro,REB,4.5,7.0,7.0,(7.0 × 0.5) + (7.0 × 0.5) = 7.0,7.0,nan,-2.5,0,NO PLAY,N/A,fanduel,128,-172
Tyler Herro,FG3M,1.5,0.0,0.0,(0.0 × 0.5) + (0.0 × 0.5) = 0.0,0.0,nan,1.5,0,NO PLAY,N/A,fanduel,-200,148
Jose Alvarado,PTS,7.5,7.65,7.4,(7.65 × 0.5) + (7.4 × 0.5) = 7.52,7.52,5.5,-0.02,-0.0,NO PLAY,N/A,fanduel,-125,-106
Brandin Podziemski,REB,4.5,4.58,4.4,(4.58 × 0.5) + (4.4 × 0.5) = 4.49,4.49,2.19,0.01,0.0,NO PLAY,N/A,draftkings,104,-137
Kris Murray,PTS,5.5,5.41,5.6,(5.41 × 0.5) + (5.6 × 0.5) = 5.51,5.51,3.55,-0.01,-0.0,NO PLAY,N/A,fanduel,-102,-130
Julian Champagnie,REB,4.5,4.81,4.2,(4.81 × 0.5) + (4.2 × 0.5) = 4.51,4.51,3.15,-0.01,-0.0,NO PLAY,N/A,fanduel,-152,114
